Data Report Date: 2018-01-01							
Report Analyst: John Sand							
							
order_id	quantity	unit_price	order_date	status	product_type	country	deal_size
10140	32	100	24.07.03	Shipped	Trucks and Buses	USA	Medium
10150	34	100	19.09.03	Shipped	Trucks and Buses	Singapore	Medium
10164	36	99.17	21.10.03	Resolved	Trucks and Buses	Austria	Medium
10174	48	93.34	06.11.03	Shipped	Trucks and Buses	Australia	Medium
10183	21	96.84	13.11.03	Shipped	Trucks and Buses	USA	Small
10194	21	93.34	25.11.03	Shipped	Trucks and Buses	France	Small
10206	34	100	05.12.03	Shipped	Trucks and Buses	Canada	Medium
10215	46	100	29.01.04	Shipped	Trucks and Buses	USA	Medium
10228	32	100	10.03.04	Shipped	Trucks and Buses	USA	Medium
10245	29	100	04.05.04	Shipped	Trucks and Buses	USA	Medium
10258	41	100	15.06.04	Shipped	Trucks and Buses	Japan	Medium
10270	43	96.84	19.07.04	Shipped	Trucks and Buses	Australia	Medium
10280	24	100	17.08.04	Shipped	Trucks and Buses	Italy	Small
10291	41	100	08.09.04	Shipped	Trucks and Buses	Sweden	Medium
10304	46	98	11.10.04	Shipped	Trucks and Buses	France	Medium
10312	32	100	21.10.04	Shipped	Trucks and Buses	USA	Medium
10322	22	100	04.11.04	Shipped	Trucks and Buses	USA	Small
10333	29	40.25	18.11.04	Shipped	Trucks and Buses	USA	Small
10347	42	49.6	29.11.04	Shipped	Trucks and Buses	Australia	Small
10357	39	98	10.12.04	Shipped	Trucks and Buses	USA	Medium
10370	27	100	20.01.05	Shipped	Trucks and Buses	Australia	Medium
10381	48	98	17.02.05	Shipped	Trucks and Buses	USA	Medium
10391	29	85.1	09.03.05	Shipped	Trucks and Buses	Australia	Small
10411	27	100	01.05.05	Shipped	Trucks and Buses	Canada	Medium
10424	54	100	31.05.05	In Process	Trucks and Buses	Spain	Large
10109	26	100	10.03.03	Shipped	Classic Cars	USA	Medium
10122	34	100	08.05.03	Shipped	Classic Cars	France	Medium
10136	25	100	04.07.03	Shipped	Classic Cars	France	Medium
10148	23	100	11.09.03	Shipped	Classic Cars	Australia	Small
10161	28	100	17.10.03	Shipped	Classic Cars	Denmark	Medium
10171	35	100	05.11.03	Shipped	Classic Cars	Canada	Medium
10181	44	100	12.11.03	Shipped	Classic Cars	Norway	Medium
10192	22	100	20.11.03	Shipped	Classic Cars	USA	Medium
10204	42	100	02.12.03	Shipped	Classic Cars	USA	Medium
10212	29	100	16.01.04	Shipped	Classic Cars	Spain	Medium
10225	32	100	22.02.04	Shipped	Classic Cars	Switzerland	Medium
10240	41	100	13.04.04	Shipped	Classic Cars	Japan	Medium
10253	26	100	01.06.04	Cancelled	Classic Cars	UK	Medium
10266	21	100	06.07.04	Shipped	Classic Cars	Italy	Small
10278	34	100	06.08.04	Shipped	Classic Cars	USA	Medium
10287	41	100	30.08.04	Shipped	Classic Cars	Switzerland	Medium
10301	37	100	05.10.03	Shipped	Classic Cars	Norway	Medium
10310	37	100	16.10.04	Shipped	Classic Cars	Germany	Medium
10321	41	100	04.11.04	Shipped	Classic Cars	USA	Medium
10331	46	100	17.11.04	Shipped	Classic Cars	USA	Medium
10342	40	100	24.11.04	Shipped	Classic Cars	Australia	Medium
10356	43	97.6	09.12.04	Shipped	Classic Cars	France	Medium
10365	30	87.06	07.01.05	Shipped	Classic Cars	USA	Small
10377	35	100	09.02.05	Shipped	Classic Cars	Finland	Medium
10390	36	93.77	04.03.05	Shipped	Classic Cars	USA	Medium
10406	61	100	15.04.05	Disputed	Classic Cars	Denmark	Large
10419	38	100	17.05.05	Shipped	Classic Cars	Austria	Medium
10102	39	100	10.01.03	Shipped	Vintage Cars	USA	Medium
10111	33	99.66	25.03.03	Shipped	Vintage Cars	USA	Medium
10125	32	100	21.05.03	Shipped	Vintage Cars	Australia	Medium
10139	31	100	16.07.03	Shipped	Vintage Cars	Australia	Medium
10149	50	100	12.09.03	Shipped	Vintage Cars	USA	Medium
10162	48	91.44	18.10.03	Shipped	Vintage Cars	USA	Medium
10173	43	100	05.11.03	Shipped	Vintage Cars	Italy	Medium
10182	25	87.33	12.11.03	Shipped	Vintage Cars	USA	Small
10193	28	100	21.11.03	Shipped	Vintage Cars	Australia	Medium
10205	36	100	03.12.03	Shipped	Vintage Cars	Spain	Medium
10215	27	89.38	29.01.04	Shipped	Vintage Cars	USA	Small
10227	25	100	02.03.04	Shipped	Vintage Cars	France	Small
10244	40	100	29.04.04	Shipped	Vintage Cars	Spain	Medium
10256	34	95.55	08.06.04	Shipped	Vintage Cars	Denmark	Medium
10280	50	100	17.08.04	Shipped	Vintage Cars	Italy	Medium
10289	38	100	03.09.04	Shipped	Vintage Cars	Norway	Medium
10304	37	95.55	11.10.04	Shipped	Vintage Cars	France	Medium
10312	43	89.38	21.10.04	Shipped	Vintage Cars	USA	Medium
10322	43	86.3	04.11.04	Shipped	Vintage Cars	USA	Medium
10332	46	95.13	17.11.04	Shipped	Vintage Cars	UK	Medium
10346	42	36.11	29.11.04	Shipped	Vintage Cars	USA	Small
10356	50	50.18	09.12.04	Shipped	Vintage Cars	France	Small
10369	44	100	20.01.05	Shipped	Vintage Cars	USA	Large
10380	27	93.16	16.02.05	Shipped	Vintage Cars	Spain	Small
10391	35	100	09.03.05	Shipped	Vintage Cars	Australia	Medium
10422	51	95.55	30.05.05	In Process	Vintage Cars	USA	Medium
10102	41	50.14	10.01.03	Shipped	Vintage Cars	USA	Small
10111	48	49.06	25.03.03	Shipped	Vintage Cars	USA	Small
10126	42	54.99	28.05.03	Shipped	Vintage Cars	Spain	Small
10139	49	43.13	16.07.03	Shipped	Vintage Cars	Australia	Small
10149	30	58.22	12.09.03	Shipped	Vintage Cars	USA	Small
10162	45	51.21	18.10.03	Shipped	Vintage Cars	USA	Small
10173	48	44.21	05.11.03	Shipped	Vintage Cars	Italy	Small
10182	32	54.45	12.11.03	Shipped	Vintage Cars	USA	Small
10193	46	53.37	21.11.03	Shipped	Vintage Cars	Australia	Small
10205	48	63.61	03.12.03	Shipped	Vintage Cars	Spain	Medium
10215	33	43.13	29.01.04	Shipped	Vintage Cars	USA	Small
10227	31	48.52	02.03.04	Shipped	Vintage Cars	France	Small
10244	20	58.22	29.04.04	Shipped	Vintage Cars	Spain	Small
10256	29	51.75	08.06.04	Shipped	Vintage Cars	Denmark	Small
10280	27	57.68	17.08.04	Shipped	Vintage Cars	Italy	Small
10289	24	56.07	03.09.04	Shipped	Vintage Cars	Norway	Small
10304	37	48.52	11.10.04	Shipped	Vintage Cars	France	Small
10312	25	44.21	21.10.04	Shipped	Vintage Cars	USA	Small
10322	41	57.68	04.11.04	Shipped	Vintage Cars	USA	Small
10332	27	89.89	17.11.04	Shipped	Vintage Cars	UK	Small
10347	21	58.95	29.11.04	Shipped	Vintage Cars	Australia	Small
10356	22	72.41	09.12.04	Shipped	Vintage Cars	France	Small
10369	32	98.63	20.01.05	Shipped	Vintage Cars	USA	Medium
10381	25	52.83	17.02.05	Shipped	Vintage Cars	USA	Small
10391	42	100	09.03.05	Shipped	Vintage Cars	Australia	Medium
10422	25	51.75	30.05.05	In Process	Vintage Cars	USA	Small
10110	37	100	18.03.03	Shipped	Classic Cars	UK	Medium
10123	26	100	20.05.03	Shipped	Classic Cars	France	Medium
10137	44	99.55	10.07.03	Shipped	Classic Cars	France	Medium
10148	47	100	11.09.03	Shipped	Classic Cars	Australia	Medium
10161	43	100	17.10.03	Shipped	Classic Cars	Denmark	Medium
10172	42	100	05.11.03	Shipped	Classic Cars	USA	Medium
10181	42	100	12.11.03	Shipped	Classic Cars	Norway	Medium
10192	29	100	20.11.03	Shipped	Classic Cars	USA	Medium
10204	40	100	02.12.03	Shipped	Classic Cars	USA	Medium
10212	38	100	16.01.04	Shipped	Classic Cars	Spain	Medium
10226	38	100	26.02.04	Shipped	Classic Cars	USA	Medium
10241	21	100	13.04.04	Shipped	Classic Cars	France	Small
10253	24	100	01.06.04	Cancelled	Classic Cars	UK	Medium
10266	36	100	06.07.04	Shipped	Classic Cars	Italy	Medium
10278	23	100	06.08.04	Shipped	Classic Cars	USA	Small
10288	20	100	01.09.04	Shipped	Classic Cars	Singapore	Small
10301	32	100	05.10.03	Shipped	Classic Cars	Norway	Medium
10311	29	100	16.10.04	Shipped	Classic Cars	Spain	Small
10321	44	100	04.11.04	Shipped	Classic Cars	USA	Medium
10331	44	100	17.11.04	Shipped	Classic Cars	USA	Medium
10343	36	100	24.11.04	Shipped	Classic Cars	France	Medium
10367	49	56.3	12.01.05	Resolved	Classic Cars	USA	Small
10378	34	42.64	10.02.05	Shipped	Classic Cars	Spain	Small
10407	59	100	22.04.05	On Hold	Classic Cars	USA	Large
10419	37	100	17.05.05	Shipped	Classic Cars	Austria	Medium
10106	36	100	17.02.03	Shipped	Planes	Italy	Medium
10119	43	100	28.04.03	Shipped	Planes	Austria	Medium
10131	21	100	16.06.03	Shipped	Planes	USA	Small
10143	32	100	10.08.03	Shipped	Planes	USA	Medium
10155	38	100	06.10.03	Shipped	Planes	Finland	Medium
10167	43	100	23.10.03	Cancelled	Planes	Sweden	Medium
10178	42	100	08.11.03	Shipped	Planes	France	Medium
10186	32	100	14.11.03	Shipped	Planes	UK	Medium
10198	42	100	27.11.03	Shipped	Planes	Philippines	Large
10210	31	100	12.01.04	Shipped	Planes	Japan	Medium
10222	49	100	19.02.04	Shipped	Planes	USA	Medium
10250	45	100	11.05.04	Shipped	Planes	USA	Large
10262	49	100	24.06.04	Cancelled	Planes	Spain	Medium
10274	41	100	21.07.04	Shipped	Planes	USA	Medium
10284	45	100	21.08.04	Shipped	Planes	Norway	Medium
10296	36	100	15.09.04	Shipped	Planes	Germany	Medium
10307	39	100	14.10.04	Shipped	Planes	USA	Large
10316	27	100	01.11.04	Shipped	Planes	UK	Medium
10327	25	100	10.11.04	Resolved	Planes	Denmark	Small
10338	41	100	22.11.04	Shipped	Planes	Belgium	Medium
10351	39	99.52	03.12.04	Shipped	Planes	UK	Medium
10373	28	57.55	31.01.05	Shipped	Planes	Finland	Small
10386	25	54.57	01.03.05	Resolved	Planes	Spain	Small
10398	33	100	30.03.05	Shipped	Planes	France	Medium
10400	34	100	01.04.05	Shipped	Planes	USA	Medium
10416	24	100	10.05.05	Shipped	Planes	Italy	Medium
10100	30	100	06.01.03	Shipped	Vintage Cars	USA	Medium
10110	42	100	18.03.03	Shipped	Vintage Cars	UK	Medium
10124	21	100	21.05.03	Shipped	Vintage Cars	USA	Small
10149	34	100	12.09.03	Shipped	Vintage Cars	USA	Medium
10162	29	100	18.10.03	Shipped	Vintage Cars	USA	Medium
10173	24	100	05.11.03	Shipped	Vintage Cars	Italy	Medium
10182	44	100	12.11.03	Shipped	Vintage Cars	USA	Large
10193	21	100	21.11.03	Shipped	Vintage Cars	Australia	Medium
10204	33	100	02.12.03	Shipped	Vintage Cars	USA	Medium
10214	30	100	26.01.04	Shipped	Vintage Cars	Spain	Medium
10227	26	100	02.03.04	Shipped	Vintage Cars	France	Medium
10241	41	100	13.04.04	Shipped	Vintage Cars	France	Large
10280	26	100	17.08.04	Shipped	Vintage Cars	Italy	Medium
10288	32	100	01.09.04	Shipped	Vintage Cars	Singapore	Medium
10302	43	100	06.10.03	Shipped	Vintage Cars	UK	Large
10312	48	100	21.10.04	Shipped	Vintage Cars	USA	Large
10331	44	74.04	17.11.04	Shipped	Vintage Cars	USA	Medium
10344	45	100	25.11.04	Shipped	Vintage Cars	France	Large
10367	37	100	12.01.05	Resolved	Vintage Cars	USA	Medium
10379	39	100	10.02.05	Shipped	Vintage Cars	Spain	Medium
10407	76	100	22.04.05	On Hold	Vintage Cars	USA	Large
10420	37	100	29.05.05	In Process	Vintage Cars	Australia	Medium
10108	38	82.39	03.03.03	Shipped	Classic Cars	Philippines	Medium
10122	43	72.38	08.05.03	Shipped	Classic Cars	France	Medium
10135	48	79.31	02.07.03	Shipped	Classic Cars	USA	Medium
10147	26	82.39	05.09.03	Shipped	Classic Cars	USA	Small
10160	38	88.55	11.10.03	Shipped	Classic Cars	USA	Medium
10170	20	63.14	04.11.03	Shipped	Classic Cars	Austria	Small
10181	22	73.92	12.11.03	Shipped	Classic Cars	Norway	Small
10192	45	90.86	20.11.03	Shipped	Classic Cars	USA	Medium
10203	45	85.47	02.12.03	Shipped	Classic Cars	Spain	Medium
10212	20	66.99	16.01.04	Shipped	Classic Cars	Spain	Small
10225	47	64.68	22.02.04	Shipped	Classic Cars	Switzerland	Medium
10239	46	73.92	12.04.04	Shipped	Classic Cars	Finland	Medium
10253	23	83.93	01.06.04	Cancelled	Classic Cars	UK	Small
10266	33	74.69	06.07.04	Shipped	Classic Cars	Italy	Small
10278	29	90.86	06.08.04	Shipped	Classic Cars	USA	Small
10287	44	82.39	30.08.04	Shipped	Classic Cars	Switzerland	Medium
10300	41	92.4	04.10.03	Shipped	Classic Cars	Germany	Medium
10310	20	91.63	16.10.04	Shipped	Classic Cars	Germany	Small
10321	37	78.54	04.11.04	Shipped	Classic Cars	USA	Small
10329	29	100	15.11.04	Shipped	Classic Cars	USA	Small
10342	55	65.45	24.11.04	Shipped	Classic Cars	Australia	Medium
10363	22	100	06.01.05	Shipped	Classic Cars	Finland	Medium
10377	31	67.76	09.02.05	Shipped	Classic Cars	Finland	Small
10389	49	79.22	03.03.05	Shipped	Classic Cars	Sweden	Medium
10405	61	73.92	14.04.05	Shipped	Classic Cars	France	Medium
10419	39	83.93	17.05.05	Shipped	Classic Cars	Austria	Medium
10109	38	100	10.03.03	Shipped	Classic Cars	USA	Medium
10122	31	100	08.05.03	Shipped	Classic Cars	France	Medium
10136	36	100	04.07.03	Shipped	Classic Cars	France	Medium
10148	25	100	11.09.03	Shipped	Classic Cars	Australia	Medium
10161	48	100	17.10.03	Shipped	Classic Cars	Denmark	Medium
10171	35	100	05.11.03	Shipped	Classic Cars	Canada	Medium
10181	21	100	12.11.03	Shipped	Classic Cars	Norway	Medium
10192	47	100	20.11.03	Shipped	Classic Cars	USA	Large
10204	38	100	02.12.03	Shipped	Classic Cars	USA	Medium
10212	41	100	16.01.04	Shipped	Classic Cars	Spain	Medium
10226	24	100	26.02.04	Shipped	Classic Cars	USA	Medium
10240	37	100	13.04.04	Shipped	Classic Cars	Japan	Medium
10253	33	100	01.06.04	Cancelled	Classic Cars	UK	Medium
10266	49	100	06.07.04	Shipped	Classic Cars	Italy	Medium
10278	29	100	06.08.04	Shipped	Classic Cars	USA	Medium
10287	24	100	30.08.04	Shipped	Classic Cars	Switzerland	Medium
10301	47	100	05.10.03	Shipped	Classic Cars	Norway	Large
10310	24	100	16.10.04	Shipped	Classic Cars	Germany	Medium
10321	25	100	04.11.04	Shipped	Classic Cars	USA	Medium
10331	30	32.47	17.11.04	Shipped	Classic Cars	USA	Small
10342	22	100	24.11.04	Shipped	Classic Cars	Australia	Medium
10356	27	64.69	09.12.04	Shipped	Classic Cars	France	Small
10366	34	100	10.01.05	Shipped	Classic Cars	Belgium	Medium
10377	36	100	09.02.05	Shipped	Classic Cars	Finland	Medium
10390	34	43.05	04.03.05	Shipped	Classic Cars	USA	Small
10406	48	100	15.04.05	Disputed	Classic Cars	Denmark	Large
10419	34	100	17.05.05	Shipped	Classic Cars	Austria	Medium
10104	24	100	31.01.03	Shipped	Classic Cars	Spain	Medium
10115	46	100	04.04.03	Shipped	Classic Cars	USA	Large
10127	45	100	03.06.03	Shipped	Classic Cars	USA	Large
10141	39	100	01.08.03	Shipped	Classic Cars	Finland	Medium
10151	43	100	21.09.03	Shipped	Classic Cars	Finland	Large
10165	29	100	22.10.03	Shipped	Classic Cars	Singapore	Medium
10176	20	100	06.11.03	Shipped	Classic Cars	Italy	Medium
10184	46	100	14.11.03	Shipped	Classic Cars	Spain	Large
10195	27	100	25.11.03	Shipped	Classic Cars	USA	Medium
10207	44	100	09.12.03	Shipped	Classic Cars	USA	Large
10219	43	100	10.02.04	Shipped	Classic Cars	USA	Large
10230	49	100	15.03.04	Shipped	Classic Cars	Germany	Large
10246	40	100	05.05.04	Shipped	Classic Cars	Spain	Medium
10259	30	100	15.06.04	Shipped	Classic Cars	Singapore	Medium
10271	50	100	20.07.04	Shipped	Classic Cars	USA	Large
10282	23	100	20.08.04	Shipped	Classic Cars	USA	Medium
10292	26	100	08.09.04	Shipped	Classic Cars	USA	Medium
10305	27	100	13.10.04	Shipped	Classic Cars	USA	Medium
10314	42	100	22.10.04	Shipped	Classic Cars	Denmark	Medium
10324	47	100	05.11.04	Shipped	Classic Cars	USA	Large
10336	49	100	20.11.04	Shipped	Classic Cars	France	Large
10349	38	100	01.12.04	Shipped	Classic Cars	USA	Medium
10358	20	100	10.12.04	Shipped	Classic Cars	Spain	Small
10371	25	100	23.01.05	Shipped	Classic Cars	USA	Small
10382	25	88	17.02.05	Shipped	Classic Cars	USA	Small
10412	41	100	03.05.05	Shipped	Classic Cars	Spain	Medium
10425	28	100	31.05.05	In Process	Classic Cars	France	Medium
10100	50	67.8	06.01.03	Shipped	Vintage Cars	USA	Medium
10110	32	50.25	18.03.03	Shipped	Vintage Cars	UK	Small
10124	42	53.88	21.05.03	Shipped	Vintage Cars	USA	Small
10149	24	62.36	12.09.03	Shipped	Vintage Cars	USA	Small
10162	27	69.62	18.10.03	Shipped	Vintage Cars	USA	Small
10173	26	57.51	05.11.03	Shipped	Vintage Cars	Italy	Small
10182	38	61.15	12.11.03	Shipped	Vintage Cars	USA	Small
10193	42	59.33	21.11.03	Shipped	Vintage Cars	Australia	Small
10204	23	71.44	02.12.03	Shipped	Vintage Cars	USA	Small
10214	21	62.96	26.01.04	Shipped	Vintage Cars	Spain	Small
10227	28	50.85	02.03.04	Shipped	Vintage Cars	France	Small
10241	33	72.65	13.04.04	Shipped	Vintage Cars	France	Small
10280	25	62.96	17.08.04	Shipped	Vintage Cars	Italy	Small
10288	28	61.75	01.09.04	Shipped	Vintage Cars	Singapore	Small
10303	46	49.04	06.10.04	Shipped	Vintage Cars	Spain	Small
10312	30	61.15	21.10.04	Shipped	Vintage Cars	USA	Small
10332	38	84.25	17.11.04	Shipped	Vintage Cars	UK	Medium
10344	40	56.91	25.11.04	Shipped	Vintage Cars	France	Small
10367	45	100	12.01.05	Resolved	Vintage Cars	USA	Large
10379	27	49.3	10.02.05	Shipped	Vintage Cars	Spain	Small
10407	42	72.65	22.04.05	On Hold	Vintage Cars	USA	Medium
10420	36	63.57	29.05.05	In Process	Vintage Cars	Australia	Small
10104	29	100	31.01.03	Shipped	Trucks and Buses	Spain	Medium
10114	39	100	01.04.03	Shipped	Trucks and Buses	France	Medium
10127	45	100	03.06.03	Shipped	Trucks and Buses	USA	Medium
10141	47	100	01.08.03	Shipped	Trucks and Buses	Finland	Medium
10151	49	100	21.09.03	Shipped	Trucks and Buses	Finland	Medium
10165	46	100	22.10.03	Shipped	Trucks and Buses	Singapore	Medium
10175	48	100	06.11.03	Shipped	Trucks and Buses	UK	Medium
10184	46	100	14.11.03	Shipped	Trucks and Buses	Spain	Medium
10195	35	100	25.11.03	Shipped	Trucks and Buses	USA	Medium
10207	43	100	09.12.03	Shipped	Trucks and Buses	USA	Medium
10229	26	100	11.03.04	Shipped	Trucks and Buses	USA	Medium
10246	22	98.18	05.05.04	Shipped	Trucks and Buses	Spain	Small
10259	34	99.41	15.06.04	Shipped	Trucks and Buses	Singapore	Medium
10271	50	100	20.07.04	Shipped	Trucks and Buses	USA	Medium
10281	48	100	19.08.04	Shipped	Trucks and Buses	USA	Medium
10292	41	100	08.09.04	Shipped	Trucks and Buses	USA	Medium
10305	36	100	13.10.04	Shipped	Trucks and Buses	USA	Medium
10313	29	100	22.10.04	Shipped	Trucks and Buses	Canada	Medium
10324	33	37.48	05.11.04	Shipped	Trucks and Buses	USA	Small
10334	46	100	19.11.04	On Hold	Trucks and Buses	Sweden	Medium
10349	38	100	01.12.04	Shipped	Trucks and Buses	USA	Medium
10358	20	36.42	10.12.04	Shipped	Trucks and Buses	Spain	Small
10370	22	100	20.01.05	Shipped	Trucks and Buses	Australia	Medium
10383	27	100	22.02.05	Shipped	Trucks and Buses	Spain	Medium
10412	56	98.18	03.05.05	Shipped	Trucks and Buses	Spain	Medium
10425	38	99.41	31.05.05	In Process	Trucks and Buses	France	Medium
10101	25	100	09.01.03	Shipped	Vintage Cars	Germany	Medium
10110	33	100	18.03.03	Shipped	Vintage Cars	UK	Medium
10124	42	100	21.05.03	Shipped	Vintage Cars	USA	Medium
10149	33	100	12.09.03	Shipped	Vintage Cars	USA	Medium
10162	38	100	18.10.03	Shipped	Vintage Cars	USA	Medium
10173	31	100	05.11.03	Shipped	Vintage Cars	Italy	Medium
10182	20	100	12.11.03	Shipped	Vintage Cars	USA	Small
10193	44	100	21.11.03	Shipped	Vintage Cars	Australia	Medium
10204	26	100	02.12.03	Shipped	Vintage Cars	USA	Medium
10214	27	100	26.01.04	Shipped	Vintage Cars	Spain	Medium
10227	46	100	02.03.04	Shipped	Vintage Cars	France	Large
10243	47	100	26.04.04	Shipped	Vintage Cars	USA	Medium
10280	37	100	17.08.04	Shipped	Vintage Cars	Italy	Medium
10288	31	100	01.09.04	Shipped	Vintage Cars	Singapore	Medium
10304	24	100	11.10.04	Shipped	Vintage Cars	France	Small
10312	31	100	21.10.04	Shipped	Vintage Cars	USA	Medium
10322	50	100	04.11.04	Shipped	Vintage Cars	USA	Large
10332	35	64.69	17.11.04	Shipped	Vintage Cars	UK	Small
10344	30	100	25.11.04	Shipped	Vintage Cars	France	Medium
10356	29	100	09.12.04	Shipped	Vintage Cars	France	Medium
10367	27	100	12.01.05	Resolved	Vintage Cars	USA	Medium
10380	40	100	16.02.05	Shipped	Vintage Cars	Spain	Medium
10390	31	98.99	04.03.05	Shipped	Vintage Cars	USA	Medium
10409	6	100	23.04.05	Shipped	Vintage Cars	Singapore	Small
10420	45	100	29.05.05	In Process	Vintage Cars	Australia	Medium
10103	22	54.09	29.01.03	Shipped	Trucks and Buses	Norway	Small
10114	45	68.67	01.04.03	Shipped	Trucks and Buses	France	Medium
10126	43	65.02	28.05.03	Shipped	Trucks and Buses	Spain	Small
10140	46	61.99	24.07.03	Shipped	Trucks and Buses	USA	Small
10151	39	69.28	21.09.03	Shipped	Trucks and Buses	Finland	Small
10165	31	71.1	22.10.03	Shipped	Trucks and Buses	Singapore	Small
10175	41	69.28	06.11.03	Shipped	Trucks and Buses	UK	Small
10184	44	60.16	14.11.03	Shipped	Trucks and Buses	Spain	Small
10194	45	70.49	25.11.03	Shipped	Trucks and Buses	France	Medium
10207	37	69.89	09.12.03	Shipped	Trucks and Buses	USA	Small
10217	35	61.38	04.02.04	Shipped	Trucks and Buses	Singapore	Small
10229	28	59.55	11.03.04	Shipped	Trucks and Buses	USA	Small
10246	30	61.99	05.05.04	Shipped	Trucks and Buses	Spain	Small
10259	30	49.22	15.06.04	Shipped	Trucks and Buses	Singapore	Small
10271	25	69.28	20.07.04	Shipped	Trucks and Buses	USA	Small
10281	29	57.73	19.08.04	Shipped	Trucks and Buses	USA	Small
10291	26	57.73	08.09.04	Shipped	Trucks and Buses	Sweden	Small
10305	41	53.48	13.10.04	Shipped	Trucks and Buses	USA	Small
10313	34	52.87	22.10.04	Shipped	Trucks and Buses	Canada	Small
10322	35	61.21	04.11.04	Shipped	Trucks and Buses	USA	Small
10334	34	61.38	19.11.04	On Hold	Trucks and Buses	Sweden	Small
10347	50	100	29.11.04	Shipped	Trucks and Buses	Australia	Medium
10357	41	61.99	10.12.04	Shipped	Trucks and Buses	USA	Small
10370	22	96.86	20.01.05	Shipped	Trucks and Buses	Australia	Small
10381	35	48.62	17.02.05	Shipped	Trucks and Buses	USA	Small
10391	44	38.5	09.03.05	Shipped	Trucks and Buses	Australia	Small
10412	47	61.99	03.05.05	Shipped	Trucks and Buses	Spain	Small
10425	19	49.22	31.05.05	In Process	Trucks and Buses	France	Small
10106	34	90.39	17.02.03	Shipped	Planes	Italy	Medium
10120	29	71.81	29.04.03	Shipped	Planes	Australia	Small
10133	49	69.27	27.06.03	Shipped	Planes	Spain	Medium
10145	30	85.32	25.08.03	Shipped	Planes	USA	Small
10168	21	70.96	28.10.03	Shipped	Planes	USA	Small
10210	50	76.88	12.01.04	Shipped	Planes	Japan	Medium
10223	47	100	20.02.04	Shipped	Planes	Australia	Medium
10235	24	76.03	02.04.04	Shipped	Planes	Canada	Small
10250	27	98.84	11.05.04	Shipped	Planes	USA	Small
10263	33	86.17	28.06.04	Shipped	Planes	USA	Small
10275	35	90.39	23.07.04	Shipped	Planes	France	Medium
10284	31	71.81	21.08.04	Shipped	Planes	Norway	Small
10297	25	82.79	16.09.04	Shipped	Planes	Ireland	Small
10308	27	82.79	15.10.04	Shipped	Planes	USA	Small
10318	31	100	02.11.04	Shipped	Planes	USA	Medium
10327	45	100	10.11.04	Resolved	Planes	Denmark	Medium
10339	27	100	23.11.04	Shipped	Planes	Japan	Small
10353	27	100	04.12.04	Shipped	Planes	USA	Medium
10374	42	69.27	02.02.05	Shipped	Planes	Australia	Small
10386	21	74.77	01.03.05	Resolved	Planes	Spain	Small
10398	34	76.88	30.03.05	Shipped	Planes	France	Small
10401	42	76.03	03.04.05	On Hold	Planes	USA	Medium
10416	15	98.84	10.05.05	Shipped	Planes	Italy	Small
10107	29	70.87	24.02.03	Shipped	Motorcycles	USA	Small
10120	46	58.15	29.04.03	Shipped	Motorcycles	Australia	Small
10134	30	61.78	01.07.03	Shipped	Motorcycles	France	Small
10145	30	49.67	25.08.03	Shipped	Motorcycles	USA	Small
10159	42	51.48	10.10.03	Shipped	Motorcycles	USA	Small
10168	46	61.18	28.10.03	Shipped	Motorcycles	USA	Small
10180	25	64.2	11.11.03	Shipped	Motorcycles	France	Small
10188	32	65.42	18.11.03	Shipped	Motorcycles	Norway	Small
10201	30	64.81	01.12.03	Shipped	Motorcycles	USA	Small
10210	40	49.67	12.01.04	Shipped	Motorcycles	Japan	Small
10223	28	60.57	20.02.04	Shipped	Motorcycles	Australia	Small
10236	23	55.72	03.04.04	Shipped	Motorcycles	USA	Small
10251	29	61.18	18.05.04	Shipped	Motorcycles	USA	Small
10263	34	58.75	28.06.04	Shipped	Motorcycles	USA	Small
10275	37	63.6	23.07.04	Shipped	Motorcycles	France	Small
10285	20	49.06	27.08.04	Shipped	Motorcycles	USA	Small
10298	32	48.46	27.09.04	Shipped	Motorcycles	France	Small
10308	34	52.09	15.10.04	Shipped	Motorcycles	USA	Small
10318	42	52.7	02.11.04	Shipped	Motorcycles	USA	Small
10329	38	100	15.11.04	Shipped	Motorcycles	USA	Medium
10339	30	62.16	23.11.04	Shipped	Motorcycles	Japan	Small
10362	23	49.67	05.01.05	Shipped	Motorcycles	USA	Small
10374	22	53.3	02.02.05	Shipped	Motorcycles	Australia	Small
10389	39	100	03.03.05	Shipped	Motorcycles	Sweden	Medium
10402	55	55.72	07.04.05	Shipped	Motorcycles	France	Medium
10417	36	61.18	13.05.05	Disputed	Motorcycles	Spain	Small
10101	26	100	09.01.03	Shipped	Vintage Cars	Germany	Medium
10110	31	100	18.03.03	Shipped	Vintage Cars	UK	Medium
10125	34	100	21.05.03	Shipped	Vintage Cars	Australia	Medium
10139	41	100	16.07.03	Shipped	Vintage Cars	Australia	Large
10149	23	100	12.09.03	Shipped	Vintage Cars	USA	Medium
10162	48	100	18.10.03	Shipped	Vintage Cars	USA	Large
10173	22	100	05.11.03	Shipped	Vintage Cars	Italy	Medium
10182	21	100	12.11.03	Shipped	Vintage Cars	USA	Medium
10193	22	100	21.11.03	Shipped	Vintage Cars	Australia	Medium
10205	40	100	03.12.03	Shipped	Vintage Cars	Spain	Large
10214	50	100	26.01.04	Shipped	Vintage Cars	Spain	Large
10227	29	100	02.03.04	Shipped	Vintage Cars	France	Medium
